,House Name,Price $
46079,Peaceful.,50
46080,Divine Harlem Getaway,150
46081,Theater District / Times Sq / Central Park - 1 BDR,160
46082,Hudge Appartment in Manhattan,80
46083,Prime location West Village private room,150
46084,Best views in the city is here,140
46085,MASTER  ROOM # 2 Near from JFK  & LGA Airport.,75
46086,downtown brooklyn dream stay,279
46087,Brooklyn's Gorgeous Garden Apt. 25' to Downtown.,169
46088,Center of Hipster Astoria 4bd 2bath 2blocks Subway,395
46089,Highly nice area beautiful place too visit,80
46090,Comfort,300
46091,Quiet modern 2BR in Hells Kitchen with elevator,285
46092,005 Comfy and Pleasant Shared Room,30
46093,Apartamento compartido NYC.,22
46094,Gorgeous Apartment near Time Square,390
46095,Gorgeous Apt close to ❤️Times Square❤️,500
46096,Superb apartment in❤of Manhattan★,500
46097,Private Room in 2BD near Grand Central,500
46098,"Designer owned, newly renovated Bed Stuy flat",97
46099,Amazing Williamsburg Apartment,150
46100,Entire one-bedroom apartment in heart of Harlem!,125
46101,Downtown Manhattan apartment,200
46102,Gorgeous 2BR Apartment in Manhattan Center,294
46103,West Village Gem! Like Paris,165
46104,#2 Hotel-like Private Room KING Bed near JFK,50
46105,NY style 2 Bedroom apartment,295
46106,The aqua roon or the peach room,100
46107,"SPACIOUS, bright 3BD apartment",180
46108,The Glamper Van,89
46109,Cozy Private Studio near Times Square,199
46110,Gorgeous Private Studio near Central Park,199
46111,"Gorgeous, spacious Brooklyn Studio",110
46112,Huge light & plant-filled Williamsburg condo,250
46113,Huge bedroom with private access to backyard.,70
46114,A Simple Studio.,99
46115,Greenpoint / East Williamsburg Oasis,125
46116,3 rooms apartment in Downtown Flushing!,90
46117,Modern Spacious Apartment,210
46118,Nice quiet room available in manhattan,50
46119,"Cozy, Charming and Accessible UES Apartment",150
46120,"Large, Cozy Escape in B'klyn.",55
46121,Williamsburg Railroad Apartment,200
46122,Bay Ridge comfortabel  house,150
46123,Girls only,50
46124,Luxurious cozy private room near LGA (#02),60
46125,Luxurious Large private room near LGA (#01),70
46126,Great bedroom near yankee stadium,34
46127,Down town Flushing facing botanical garden,50
46128,Fantastic 2 Bedroom Apt Near Times Square,350
46129,Exclusive renovated 1bd apt in Hell's Kitchen,225
46130,Quiet garden suite w/ kitchenette & backyard patio,130
46131,Like Warm Apple Pie!,151
46132,Cozy Studio apartment,75
46133,Evergreen Modern | ♥ Lovely Room for 2 ♥,65
46134,Spacious Bushwick Home w/ Zen Garden & Yoga Loft,100
46135,2-bedroom Queens apartment with backyard,150
46136,"Cute, clean, quiet room in trendy east village",68
46137,Rare Spacious City Apartment - WIFI & GYM,650
46138,Luxury & Stylish 2BR in Manhattan next to Time Sq,425
46139,"Luxury & Bright 2BR, Midtown Manhattan",445
46141,Modern 2BR Apartment in Financial District,225
46142,2 Bedroom modern Apt in Upper West Side,220
46143,This adorable one bedroom on West 21st St/Chelsea,154
46144,Gorgeous Room Private Bathroom in Luxury Apartment,98
46145,Quiet Manhattan Apartment,210
46146,Beautiful and comfortable Upper East Side location,140
46147,Room for rent. WiFi included. Near shopping center,70
46148,Coolest affordable room in Williamsburg!,52
46149,Outstanding 2BR apartment 5 min from Javits,295
46150,Huge 2x Bedroom Apt in Premium Upper West Side :),339
46151,The Academy - walk to subway + tons of culture!,87
46152,Private room with shared bathroom and kitchen,100
46153,"Stylish and cosy, newly renovated apartment.",160
46154,New Large home away from home 15 min from midtown,250
46155,Beautiful 25th Floor Room,65
46156,Boho escape in Upper Manhattan,135
46157,Williamsburg Modern Designer Loft on L Train,300
46158,"Sunny, roomy one-bedroom across from Prospect Park",94
46159,Luxury & Cozy Penthouse in Manhattan,390
46160,Room by Prospect Park,50
46161,"Bright & Cozy 3BR, Midtown Manhattan,",450
46162,Cozy and clean 2BR apt in Chelsea,289
46163,Quiet & Cozy East Village Studio with Work Space!,175
46164,Wow Fabulous Hell's Kitchen Place,300
46165,FANTASTIC Large 1 Bedroom near Columbus Circle.,400
46166,5MinTrainSmallSmallCozyRoomIndustryCityLutheranH,30
46167,Cozy 1 bedroom w/twin bed & futon in Park Slope,49
46168,Quaint Ground Floor Midtown 1 Bed | Outdoor Patio,210
46169,Brooklyn Live Style. The way Adults live in NY...,150
46170,PVT room w/ mini fridge  20 mins from NYC airports,40
46171,Luxury Apartment in Manhattan,191
46172,Magnificent Fort Greene Home- 3 Floors,550
46173,Spacious 1 Bedroom in the Heart of Greenpoint,110
46174,"Spare Room Available.. Bedstuy, 20 mins to City!",39
46175,Beautiful Carrol Gardens Apartment,250
46176,"STUNNING 2 bed apartment in Greenpoint,BK",225
46177,Big Spacious Bedroom 20 mins from Time Square.,65
46178,Cozy 1 Bed in Midtown East,235
46179,Apartment in Riverdale NY,109
46180,At Home in the Big City! *New York*,300
46181,Luxury 3BR in Upper West Side with swimming pool,590
46182,Beautiful Apartment close to Time Square,171
46183,⚡Stylish Apt in Trendy Location!! ⭐,249
46184,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",65
46185,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",49
46186,Sweet Astoria Home,100
46187,Terrific Beach Front Condominium - Rockaway Beach,96
46188,"ENTIRE FLOOR,huge bedrooms,near SOHO,Chinatown,LES",585
46189,Dope Bushwick Bedroom,40
46190,"Only Ladys, twin bed, near La Guardia&Manhattan",25
46191,"Habitación compartida(Only Women), cerca Manhattan",29
46192,Sunny one bedroom for July-Aug,80
46193,Financial Dis 2 BR 1 Bath luxury apartment,200
46194,Luxury 2BR Dumbo Brooklyn.  Amazing Views!!,350
46195,ONLY LADYS/  3 CAMAS PARA MUJERES EN QUEENS.,25
46196,Sunny Williamsburg Room w/ Access to Garden!,75
46197,Soho 2 Bedroom Apartment,350
46198,My Premium 1 bedroom Home in the Upper East Side,179
46199,Bushwick gem one block from the train Citibike,50
46200,Luxury Apartment in Cambria Heights,160
46201,Apartment in Centre of New York City,150
46202,Very spacious 1 bed with dishwasher & free laundry,99
46203,温馨旅店(1),80
46204,Peaceful East Village Apartment,110
46205,Affordable Suite Steps from Central Park,399
46206,"Outstanding & Luxury 2BR in Manhattan, next to TS",425
46207,Beautiful 2BR APT in Hell's Kitchen!,250
46208,Studio - Steps from Central Park and Times Square,399
46209,Modern City Suites - Near Central Park,399
46210,Two Bathroom Suite steps from Central Park,399
46211,2BEDROOM APARTMENT NY CITY,500
46212,My Lovely and Spacious Home in the West Village :),179
46213,Spacious and stylish 2BR in NoMad - brand new,299
46214,Sonder | 116 John | Modern Studio + Rooftop,124
46215,Sonder | 116 John | Lovely Studio + Rooftop,124
46216,Amazing 3BR 2B Apt in Times Square,420
46217,Charming Pre War Apartment in the Lower East Side,109
46218,Peaceful Private BR in Bedstuy Madison,42
46219,Our lovely 3 Bedroom in the Upper East Side :),279
46220,Sunny Private BR in Bedstuy Madison,42
46221,Charming Brooklyn Brownstone,125
46222,Private bedroom near EVERYTHING,60
46223,Modern Private BR in Bedstuy Madison,42
46224,"UWS beauty, quaint, Central Park is 1 block",150
46225,Modern peaceful room in lively East Williamsburg,75
46226,Spacious + Modern 2 BR 1.5 Bath in premium UES,229
46227,温馨旅店(3),110
46228,2 bedroom house 15 min from Jfk,99
46229,Quaint Essential,86
46230,"Closed to any kind of restaurant, mall",90
46231,Beautiful Room in 2Br Apartment near Prospect Park,46
46232,Luxury 1 bedroom apt closet to Central park.,140
46233,Beautiful Ditmas Park,99
46234,⭐ Oversized 4BR Loft In Prime Location!,499
46235,Sunset Suite in Spectacular E. Village Penthouse!,125
46236,Clean and Cozy,47
46237,"Private Sunny Room in Williamsburg, Brooklyn - NY",60
46238,YAYA's COZY One-Bedroom in a Beautiful Brownstone,110
46239,Master bedroom in Bed-Stuy,50
46240,Cozy Brooklyn Bedroom in Art-Filled Apartment,66
46241,Big 1 bedroom apartment 15 minutes from Manhattan!,130
46242,The Manhattan Club Luxury Junior Suite,365
46243,Beautiful 3bd Village Home,319
46244,Massive NYC Getaway 20 mins to time square with AC,57
46245,Stylish SoHo Apartment,150
46246,Summer Retreat In New Modern Apartment,195
46247,Beautiful 1BR apt in the heart of East Village!,120
46248,Studio apartment - Harlem heart,99
46249,3 Bedroom by MSG + Empire State,500
46250,Home of the Yankees,70
46251,"OCEAN Room only for “1 lady”
Solo Travelers !!!!!",55
46252,Gorgeous & Spacious Tribeca Loft Style Apartment,600
46253,One bedroom Apt with Balcony located close to JFK,150
46254,east williamsburg cozy chill lofted space,100
46255,PRIME NOMAD: MASSIVE ROOM IN BOHEMIAN ART LOFT,120
46256,City Outside! Tranquility Inside +Private Terrace,229
46257,Airy Bedroom in Spacious Brooklyn Brownstone,67
46258,Big Room w Private Entrance in Bohemian Art Loft,125
46259,Luxury Apt very close to public transport,100
46260,Cozy and private room close to LGA.,55
46261,Great Studio in Hells Kitchen Next to Times Square,209
46262,"New Spacious Condo! Near all, 7Mins to Midtown!",290
46263,Grace and Peace,75
46264,Stunning Gramercy Studio,100
46265,Mott Haven Dorm GG,28
46266,across from crotona Park pool down the block,100
46267,Luxury Living in Greenpoint,250
46268,Mott Haven Private Dorm AA,60
46269,"Brooklyn room 4mins to 2,5,3,4 trains to Manhattan",89
46270,"For business or pleasure 4 mins to 2,5,3,4 trains",69
46271,"Nights and weekends 4 mins to 2,5,3,4, trains",79
46272,Blue Room,60
46273,Fantastic Apartment in Manhattan Center,210
46274,Charming One Bedroom on the Upper East Side,170
46275,gorgeous apartment in financial district,227
46276,Stunning Park Slope Duplex (15 Mins to Manhattan!),450
46277,Big Ole Bed in BK,51
46278,Perfect 4b4b place for groups in dawntawn,500
46279,Expansive and Bright Loft in  Williamsburg,175
46280,Steps to Yankee Stadium ⚾ Minutes to Times Square,88
46281,Designer Brooklyn townhouse with private yard,500
46282,Park Slope Studio w/3 beds (15 Mins to Manhattan!),165
46283,2  Big Rooms in Brooklyn NY 1 block  from Subway!,100
46284,Bedroom in Penthouse Apartment,140
46285,Whole apartment for your stay.,80
46286,Bright Park Slope 2 Bed (15 Minutes to Manhattan!),195
46287,PRIME Chelsea Modern Luxury Home *****,225
46288,Relax in our Modern & Cozily renovated Urban Oasis,140
46289,Nice and cozy Studio in Midtown Manhattan,131
46290,AMAZING 1 BEDROOM !!! NEAR TIMES SQUARE,163
46291,WEST VILLAGE Duplex Diamond,995
46292,"LUXURY LOFT 20 MIN TO MANHATTAN - GYM,ROOF&LAUNDRY",275
46293,"Sunny private bedroom in Brooklyn, 20min to Mnhttn",70
46294,Cozy Airy w/Plenty of Sunlight Decatur 3FL RM#3,70
46295,Gorgeous 2BR Apartment in East Village,348
46296,"Spacious Bushwick Room, 5 min walk to L & M Train",60
46297,Spacious & Sunny Decatur 2F Room#3,60
46298,Beautiful Brooklyn Brownstone next to Park,945
46299,Warm Cozy Decatur 2F bedroom #4,70
46300,Bright 2BR in Bed-Stuy (20 Minutes to Manhattan!),159
46301,Centralized fun in Harlem,159
46302,Modern Cozy UES apartment,125
46303,Spacious And Sunny Luxurious 1 Bedroom Apartment,200
46304,Unique Private BR in Bedstuy Madison,42
46305,"Spacious 5 BED, 2 Full BATH (15 mins to Manhattan)",395
46306,Authentic Style Private BR in Bedstuy Madison,42
46307,BIG 1 BDR Apartment -close to Times Square,150
46308,Brooklyn Style 5 BR Apt in Bedstuy Madison,208
46309,Decent room for rent,110
46310,High End Upper East Stunner,142
46311,HUGE Manhattan Apt. right next to Central Park,198
46312,Lovely studio in the heart of East Village,165
46313,Born to Be ALIVE in Hell's Kitchen,500
46314,Entire Apartment in Bushwick w/ Private Backyard,100
46315,Cozy room,130
46316,Breathtaking Balcony Views in the Big Apple,500
46317,"Charming, bright one-bedroom",110
46318,Sweet Home Vacation,35
46319,Modern Oversized 3bedroom Home,319
46320,Modern one-bedroom in heart of Manhattan,150
46321,Chelsea HIGHLINE Prime Location,300
46322,Beautiful Renovated Duplex in Historic Townhouse,295
46323,Ornate cozy Victorian studio at Central Park,150
46324,Private Duplex with the BEST views of Manhattan,369
46325,"Gigantic room 1 block to train with AC, fast WIFI",59
46326,Great Astoria Apartment,95
46327,LES Dream,74
46328,"HUGE, Bright Private Room NEXT TO CENTRAL PARK!",100
46329,The Cobble Hill Experience 3 Bedroom,329
46330,***Entire Apartment 5 mins to JFK***,100
46331,Spacious bedroom w/ private bathroom! TRULY LOVELY,100
46332,Gorgeous Bright Chic NYC 2Bath in Chelsea,444
46333,BEAUTIFUL APARTMENT IN THE CENTER OF WEST VILLAGE,250
46334,Spacious 1 BR W/ adjustable Queen bed. Comfy!,150
46335,twin bed in hostel style shared room,25
46336,Light-filled Williamsburg Loft,550
46337,"Penthouse on the beach 3 floors of art, fun,surf,",900
46338,Yellow Room,50
46339,Twin bed in hostel with other guests,25
46340,"★2,200sq Duplex w/Backyard near Fort Greene Park★",220
46341,Stylish Home Near Hells Kitchen,200
46342,Modern Manhattan 2 bedroom apartment,250
46343,Spacious for big family or groups. Well located,350
46344,Outstanding 2 bedrooms close to Times Square,375
46345,Bright & stylish 2BR in Manhattan,395
46346,Charming East Village 1 Bedroom!,150
46347,Stylish 2 BR Apartment in downtown Manhattan,280
46348,•Bright and Cozy room in an elegant apartment•,40
46349,"Modern 3 BR, 2 BATH Triplex (Washer/Dryer)",300
46350,"My Home is your Home, cozy East Village",225
46351,"comfortable, clean, sweet, conveniently located",58
46352,"Young adults getaway 20mins to time square,AC room",59
46353,"Cute Brooklyn Nook on Quiet, Tree-lined Street",45
46354,Private Cozy Studio in Flushing(5K),96
46355,"Bright, Crown Heights 2BR (15 Mins to Manhattan!)",275
46356,Amazing Views in The Heart of Time Square,305
46357,Cozy and bright room in Williamsburg,71
46358,Quiet and cosy room in Midtown Manhattan,90
46359,"Lovely Fam hse, one  lg quest private BR on 2nd fl",45
46360,Indépendant space in charming Williamsburg.,50
46361,Talk about a great location! Close to everything!,114
46362,Home away home in NY,100
46363,Bushwick garden just a block to L train.,120
46364,Beautiful room in beautiful apartment super clean,130
46365,The Shunammite Room - 2 Kings 4:10,110
46366,"Bright, quiet EV 1br w/ courtyard- perfect loca!",175
46367,"Spacious, Crown Heights 3BR (15 mins to Manhattan)",260
46368,"Fort Greene Park Hideaway! Quiet, Sunny, and Cozy",209
46369,Spacious Home Away from Home,125
46370,Brand New 2 Bedroom Apartment Next To Times Square,249
46371,Amanecer espectacular con terraza privada,55
46372,Room in Lower East Side -- deck access!,130
46373,One Of The Kind Loft 《Williamsburg》,490
46374,Cozy room in an apartment in Bushwick!,45
46375,Burnett comfy home away from home,60
46376,2 bedroom family residence in Gramercy!,300
46377,Stunning UWS Apartment,900
46378,Huge 1br/studio in the heart of Williamsburg,225
46379,LARGE PERFECT 1 bedroom Clean and Chic w/ JACUZZI,205
46380,LUX Big Apple Apartment near the UN w/ WasherDryer,400
46381,Great 2 bedrooms close to Central Park,360
46382,UN Dream Apt NYC,307
46383,Luxury Private Home NYC Connection,199
46384,Amazing 2 bedrooms in the heart of the Upper East,320
46385,Beautiful Shared Place in Hell's Kitchen,85
46386,Sunny Spacious NYC Location,55
46387,Prime Trendy Hells Kitchen Cozy Studio,189
46388,Center of NYC*Dream in your dream Apt*6beds,920
46389,East Village Gem 2/2,500
46390,Tri-Level Apartment W/ Balcony Empire State Views,225
46391,Marvelous apartment in KipsB,400
46392,ONE HOTEL STYLE DUPLEX - 5 STARS,900
46393,Union Square 1 Bedroom Quiet & Clean,225
46394,Room in a Luxury Apartment + Gym + AC + Laundry,89
46395,Times  Square area  - Cute 1 Bedroom Apartment,170
46396,Stay in LIC- Only 10 Minutes From Midtown!,65
46397,JavitsCenter Private Oasis 7beds 2bath,800
46398,AMAZING CHELSEA Apartment HUGE space,210
46399,Coziest & magical beds behind living room curtains,55
46400,Cozy and Bright 2 bedroom 2 full bathroom apt,390
46401,Spacious Duplex Family Home | 10 min to Midtown,275
46402,West Village Amazing Living 2 Baths,750
46403,Heart and Soul of East Village,450
46404,Casa Renovare (Recycle House) Crown Heights 4BR,295
46405,Roberta's New York Paradise,50
46406,CENTER of the WORLD NYC--LargeGroups--SPACE--6beds,930
46407,1 Bedroom in Luxury Williamsburg building,75
46408,Elmhurst Front Bedroom,49
46409,"it is a warm, quiet environment to relaxation al",70
46410,Private room in the Financial District!,90
46411,Beautiful 1BR Apt. by Times Square and Bryant Park,350
46412,"Spacious & Bright 3BRs Near Subways, Parks, Shops",599
46413,Feel like a home & few steps walking to City Mall.,36
46414,New private studio & separate entry for adults,70
46415,"Feel Like a Home,Shopping Mall Walking Distance !!",36
46416,Room for travel and work,70
46417,Relaxing Stylish Room Near Train and Attractions 2,150
46418,"Cozy house in Woodside, comfortable are!!",35
46419,Cozy Room& Area in Queens♪,40
46420,Spacious Apartment in the heart of Williamsburg,230
46421,The Place to be private room 3,40
46422,"Stunning & Unique 2-Bed, 2-Bath Downtown Apartment",459
46423,Gorgeous Two Bedroom Apartment Columbias Campus,100
46424,Sunnny & Huge bedroom with Plants,95
46425,Grand opening 25%off 3 floors all for your self,196
46426,1-3 months term NEW 1BR in a great bldg w rooftop,110
46427,Gorgeous One Bedroom Apartment With Private Garden,179
46428,☕Perfect 2-bdr close to Times Square ✨,330
46429,Sunny 1 bedroom at EAST VILLAGE( L train -1st Ave),78
46430,Spacious 2Bedroom Village Home,349
46431,Light-filled comfortable entire apartment,75
46432,Luxury condo walking distance from Times Square,700
46433,Sunny charming room right by Classon av G,38
46434,Brand New Renovated East Williamsburg quiet apt,177
46435,COMFORT & CONVENIENCE IN THE BEST ASTORIA LOCATION,140
46436,Great Space and Location,50
46437,Light-Filled Apartment with Beach Views,200
46438,Classy and CLEAN Designer Home in NYC 2bath,950
46439,CHELSEA CENTRAL LUXURY 2BATHS,332
46440,Tulum Oasis 2 baths Washer Dryer in Unit,416
46441,Beautiful sunny room in prime location,75
46442,Room/house nearby JFK airport Spri,60
46443,Entire Beautiful Modern Apartment!,126
46444,"Basic Brooklyn 
Safe/Clean/Easy
Accomadations",86
46445,Private Room in Manhattan 15 min. from Midtown!,50
46446,Stunning Views in the heart of Brooklyn,75
46447,Hell's Kitchen /Times Sq - Comfortable 2 BDR Flat,255
46448,Perfect Room in the heart of the West Village,100
46449,3 Bedroom duplex in 2 Family House Brooklyn,170
46450,"Furnished Apartment in Queens, NY",65
46451,Huge Private Suite in shared apt,59
46452,One Bedroom Apartment in a Doorman Building,169
46453,Cozy Apartment minutes to Central Park,145
46454,Modern Apt with Beautiful Views in Manhattan,249
46455,"Beautiful / Sunny One Bedroom, Heart of NoLita",500
46456,Long Island City Luxury Studio for Rent,80
46457,Furnished large room in 2br apt for Female on UES,99
46458,"Crown Heights 3BR, 2 BATH (15 mins to Manhattan!)",245
46459,Comfy & Quiet 1 Bedroom,49
46460,Cute Bright 1 Bedroom apartment in Bushwick,67
46461,Room in Minimalist Apartment,66
46462,"Bright 3BR, 2 FULL BATH (15 MINS to MANHATTAN!)",250
46463,"6BR, 4 Bath (2 Separate Apts) 15 Mins to Manhattan",475
46464,★Long-term★Discount★NYC Blue Room Garden View,42
46465,Spend Thanksgiving in New York City,750
46466,Lush apartment with space and charm.,50
46467,Lovely private bedroom by Columbia University,109
46468,2BR LUXARY DUPLEX LOFT Downtown (Monthly),350
46469,Cozy Private Bedroom By Columbia University,109
46470,vacation New York,55
46471,Cozy bedroom in Long Island City,80
46472,Sunny & Clean Apartment,50
46473,"Spacious 2BR+Kitchenette Near Parks, Cafes, Subway",289
46474,Lovely Room with Deck Window Near Pratt,65
46475,Cozy 1 bedroom apt in Manhattan,210
46476,A room in 3-bedroom apartment,75
46477,Spacious Apartment perfect to relax and enjoy .,125
46478,Close to Manhattan! Comfortable area to stay♪,37
46479,Baisley Best - 4 minutes from JFK Airport,160
46480,Casa Luna LGA Airport,70
46481,"Super Jackpot 
Central Park, 6 and Q Train!Takeit",78
46482,Leverich 102,50
46483,Woodside61 201,41
46484,Kihazi 001,43
46485,Kz65st d,33
46486,43ave c,33
46487,87st 302,32
46488,Your perfect getaway with a friendly hostess!,48
46489,87st 204,34
46490,87st304,30
46491,87st 203,32
46492,Large and bright one bedroom in bedstuy,120
46493,2部屋でのｼｪｱ 10畳 駅から徒歩3分 ﾌﾞﾙｯｸﾘﾝの大人気ｴﾘｱ:ｳｨﾘｱﾑｽﾞﾊﾞｰｸﾞから3駅,28
46494,2部屋でのｼｪｱ ﾌﾞﾙｯｸﾘﾝの大人気ｴﾘｱのｳｨﾘｱﾑｽﾞﾊﾞｰｸﾞから3駅 駅から徒歩3分の好立地 ,33
46495,Sunny room in prime location,80
46496,"Entire Loft, Sunny 2 BR in Brooklyn Navy Yard",78
46497,Cozy summer relaxation,75
46498,Elegant Room in Upper Manhattan-18min Time Square,79
46499,Private room in 2bed apt by subway & Prospect Park,30
46500,Spacious Studio,130
46501,Magical Room In the heart of Greenwich Village,200
46502,Brooklyn Heights Oasis,399
46503,Cute place,55
46504,2 Bedroom Apartment Rental in Upper West Side,153
46505,Springfield Room rental,50
46506,Mesmerizing city views Financial District/Wall st,250
46507,"Artist Charming 1Bedroom in Ft Greene,  by park",160
46508,"1 room available in Manhattan 3, A, B, C, D trains",80
46509,Luxury 3 bedroom home close to LaGuardia 8 guests,235
46510,PRIVATE suite / luxury building / west Chelsea,250
46511,An Amazing Creative Loft ,190
46512,"SunCatCoffeeRest Fort, Under Trees & Reggae",52
46513,Cozy bedroom,42
46514,City Gem 15 minutes from Midtown Manhattan,250
46515,Beautiful & huge apartment in great location,115
46516,Luxury and stylish 2-BR condo clsoe to LGA Airport,149
46517,SUNNY GREEN OAISIS IN BEDSTUY/CLINTON HILL,80
46518,Decorator's Apt in Mansion Off 5th Ave,250
46519,Upper East Side Luxury Mansion Off 5th Ave,225
46520,Room # 5 Near from JFK & LGA Diner 7/24 open,60
46521,Room in Upper East - Central Park,85
46522,Cool Flex Room in Luxury apartment.,39
46523,Trendy & Modern Bushwick Brooklyn Apartment,95
46524,HUGE LGBT Townhouse w KingBed & Backyard @Bushwick,350
46525,BEST LOCATION IN SUNNYSIDE-15 MINUTES TO MANHATTAN,78
46526,Enchanted Harlem Gem,382
46527,JUST 4.4 MILES FROM MANHATTAN NEAR TRAIN,124
46528,Private bedroom with private bathroom!,150
46529,EXPERIENCE LUXURY IN AIRBNB,150
46530,Harlem Summer Cottage,90
46531,"COZY Private Room, Queens/Jackson Heights/Elmhurst",60
46532,Room-cabin in Hell's kitchen,86
46534,Brownstone Brooklyn Private Room with a View,69
46535,Cozy NYC Studio in Hell’s Kitchen/ Midtown West,145
46536,Modern sunlit luxury studio in Chelsea/Flatiron,249
46537,"Light Airy, Private Bath, Oasis 15 min to Midtown",55
46538,COZY 2BR AT TIMES SQUARE  - IN HEART OF MANHATTAN,125
46539,Prime Modern 2 BR East Village Apt nearby Subway,199
46540,Charming English Basement Studio,229
46541,Quiet neighborhood near many stores,199
46542,Private Studio Non Shared Pvt Washer/Dryer,50
46543,2 Floor Minimalist Loft located in Lower Chelsea!,225
46544,SUNNY Entire Apartment in Williamsburg BROOKLYN,180
46545,Close to manhattan but way out of the hustle,62
46546,Beautifu 3 BR in Times Sq: Best Location in NYC,480
46547,Cute 2 bedroom apt. -ferry ride to Manhattan,48
46548,Entire luxury apartment for rent. Sleeps 4 or five,250
46549,Manhattan Best Location Comfortable Space -1~2p,120
46550,Beautiful Astoria Studio,125
46551,Beautiful light and airy 2 bed in luxury building,249
46552,Amazing Charm 1 bedroom Convertible 2 bedroom,300
46553,Sun filled gem in the heart of Williamsburg,198
46554,MODERN 3 BEDROOM APARTMENT NEAR CENTRAL PARK,250
46555,"A Private and Comfy, Bohemian  Room",66
46556,Fabulous 3BR in Prime Times Square,335
46557,"Near JFK and LIRR, Room",95
46558,Modern Family Home w/ Patio | 10 min to Manhattan,300
46559,Luxury 2 BR Home in Hudson Yards,330
46560,Design haven with private backyard & greenhouse,131
46561,Sleep in large quiet bedroom with sunny garden,99
46562,"Private Room in Bronx, close to everything!",56
46563,Amazing 2 Bedroom Apt in Prime Chelsea,305
46564,Beautiful Chelsea Entire Two Bedroom Apartment,195
46565,Classy Gramercy Apartment,250
46566,Clean minimal 2 bedroom top floor apartment,200
46567,Cozy Spacious Studio One stop from Manhattan NY!,150
46568,B- BEAUTIFUL CLASSIC SHARED ROOM DOORM STYLE WIFI,30
46569,Brownstone Duplex in Heart of Community,250
46570,Tea Factory,500
46571,Lincoln Center Luxury River View High Rise Condo,165
46572,Boho Chic Apartment short walk from Central Park!,260
46573,Amazing apartment Times Square,145
46574,Spacious room in Manhattan Upper East Size,140
46575,Luxury Brooklyn apartment private clean,150
46576,jungle oasis loft in red hook,199
46577,Room in queens,70
46578,Room for jfk passengers,41
46579,A Peaceful getaway for individuals or couples.,69
46580,Prime Bushwick Spacious Studio,119
46581,Sleep in quiet bedroom with sunny garden,75
46582,Lower East Side 2 Bedroom,185
46583,Charming Brooklyn Garden apt - historic Macdonough,125
46584,"Large Studio near Time Square, UN, and much more!",220
46585,Luxury 360 City views in Manhattan close to T Sq,550
46586,Brownstone apartment in cozy Brooklyn neighborhood,100
46587,Cosy Apartment with great amenities in lux bl,150
46588,NEW LUXURY BUSHWICK BUILDING,225
46589,"Spacious, bright and modern private room for two.",86
46590,West Village Loft on the water,270
46591,Sunny and homey private room with bathroom,69
46592,Room in queens house for rent,90
46593,Sun-filled Plant Oasis Bedroom w/ Private Bathroom,63
46594,"3BR/1.5BA East Harlem - Families, Space , Quiet!",350
46595,Charming One Bedroom in Central Williamsburg,121
46596,The Stonewall Room at Incentra Village House,999
46597,Renovated  Master Bedroom 47 Buffalo 3F Room#1,60
46598,Newly Renovated Apartment 47 Buffalo 3F Room#2,60
46599,New Stunning 1 Bed in Midtown East #6133,180
46600,"Cozy Room, kitchen bathroom & Patio Brooklyn NY",80
46601,"2 Rooms in Brooklyn NY, 1 block from Subway!",80
46602,The dream,500
46603,Cozy Quiet Bedroom 47 Buffalo 3F Room#3,60
46604,Alcove Studio in the Heart of Chelsea!,180
46605,Clean Private Room HELL'S KITCHEN A/C TV,90
46606,Modern Royal Suite in Manhattan - New York City!,299
46607,Loft in the Village,180
46608,*New* Modern 2 Bedroom in Brooklyn Sleeps up to 8,125
46609,Massive 3 BR home near LGA Airport and Manhattan,225
46610,Newly Renovated Apartment 47 Buffalo 3F Room#4,60
46611,"Magnificent place, clean and comfy",125
46612,Two Bedroom Apartment with Kitchen and Four Beds.,279
46613,"Eclectic, one of a kind West Village apartment",250
46615,EXCLUSIVE Apartment ~ NEW LUXURY boutique building,300
46616,Sunlit LGBTQ+ Cozy Private Queen Room @Bushwick,180
46617,Private room in NYC!! Walking to Central Park!!,85
46618,15 min to Manhattan! 6-20 July discountprice 1200,150
46619,Private Room in Luxury Penthouse Apartment,175
46620,Private studio in Central Harlem brownstone,110
46621,Massive 2 Bedrooms 2 Bath Private Elevator,450
46622,Entire Midwood Brooklyn apartment newly renovated!,120
46623,Central Park/Times Square Luxury Suite,358
46624,Billion Dollar View Luxury Apt in Hudson Yard,235
46625,Light filled private apartment in bed-stuy!,200
46626,More Comfy Bushwick,175
46627,Sunny Practical Apt in Williamsburg BK!!!,139
46628,曼哈顿奢侈公寓次卧Manhattan luxury apartment second bedroom,55
46629,2 BEDROOM APT HEART OF WILLIAMSBURG,150
46630,4BD Newly Renovated Home in NY- TIME SQUARE,700
46631,Amazing 2 bedroom Times Square,450
46632,Gorgeous 3BR townhouse+backyard! Close to subway!,200
46633,10 minutes from JFK airport & Belmont Stakes,75
46634,Get Together/ Small party space,250
46635,washer/dryer private room 20 min from time square,50
46636,Original Artists Loft in Williamsburg,230
46637,Raz and Jesse's Ridgewood Apartment,71
46638,"Bright, minimalist studio in charming Clinton Hill",140
46639,"Luxury apartment in the heart of Bedstuy, Brooklyn",42
